Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Gardena Nissan,1670 W Redondo Beach Blvd,,Gardena,CA,90247,,310-532-1600,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,33.889201,-118.307028,2024-02-12,39896,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,South County Nissan,400 Automall Dr,,Gilroy,CA,95020,,408-842-1777,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.996869,-121.558573,2024-02-12,39897,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Glendale Nissan,727 S Brand Blvd,,Glendale,CA,91204,,,E,,Public - Call ahead,Dealership business hours; contact 630-469-6100 for more information,,,,,,1,1,,Non-Networked,,200-8,34.13714,-118.25515,2024-02-12,39898,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Santa Barbara Nissan,425 S Kellogg Ave,,Goleta,CA,93117,,805-967-1130,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,200-9,34.43427,-119.820934,2024-02-12,39899,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Hayward Nissan,24644 Mission Blvd,,Hayward,CA,94544,,510-372-2800,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,37.662305,-122.075178,2024-02-12,39901,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Pedder Nissan,200 Carriage Cir,,Hemet,CA,92545,,951-766-1446,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,33.741163,-117.031718,2024-02-12,39902,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Surf City Nissan,17331 Beach Blvd,,Huntington Beach,CA,92647,,714-500-6000,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,33.71069,-117.989861,2024-02-12,39903,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Nissan of Irvine,32 Auto Center Dr,,Irvine,CA,92618,,949-385-6044,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-8,33.63255,-117.72335,2024-02-12,39904,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Torre Nissan,79125 Highway 111,,La Quinta,CA,92253,,760-777-8999,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-8,33.70693,-116.28364,2024-02-12,39905,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Nissan of Downtown Los Angeles,635 W Washington Blvd,,Los Angeles,CA,90015,,213-748-4501,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,34.035168,-118.273229,2024-02-12,39906,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Universal City Nissan,3550 Cahuenga Blvd W,,Los Angeles,CA,90068,,818-769-8100,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,34.133446,-118.356601,2024-02-12,39907,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Razzari Nissan,1675 Auto Center Dr,,Merced,CA,95340,,209-383-0100,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,37.30584,-120.50229,2024-02-12,39908,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Nissan of Mission Hills,11000 Sepulveda Blvd,,Mission Hills,CA,91345,,818-838-4444,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,34.269809,-118.466606,2024-02-12,39910,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Central Valley Nissan,4530 McHenry Ave,,Modesto,CA,95356,,209-526-3320,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,37.705119,-120.99471,2024-02-12,39911,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Metro Nissan of Montclair,9440 Autoplex Dr,,Montclair,CA,91763,,909-625-5575,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,34.082404,-117.694876,2024-02-12,39912,2024-02-12 15:25:05 UTC,P,,,2019-11-08,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Metro Nissan of Redlands,1665 Industrial Park Ave,,Redlands,CA,92374,,909-793-3377,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,200-8,34.06531,-117.21201,2024-02-12,39913,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Napa Nissan,510 Soscol Ave,,Napa,CA,94559,,707-253-1551,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,38.2927,-122.27752,2024-02-12,39914,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Mossy Nissan,2700 National City Blvd,,National City,CA,91950,,619-474-7011,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,32.659001,-117.100836,2024-02-12,39915,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Mossy Nissan - Oceanside,3535 College Blvd,,Oceanside,CA,92056,,760-720-9797,E,,Public - Call ahead,Dealership business hours,,,,,,2,3,,Non-Networked,,200-9,33.181953,-117.298334,2024-02-12,39916,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Stadium Nissan,1140 W Katella Ave,,Orange,CA,92867,,714-633-8430,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-8,33.80819,-117.86507,2024-02-12,39917,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Team Nissan,1801 Auto Center Dr,,Oxnard,CA,93036,,805-485-8787,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,34.22784,-119.15031,2024-02-12,39918,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Antelope Valley Nissan,451 Auto Center Dr,"5th St West and Auto Center Dr; access EVSE via the service drive, located adjacent to the front door",Palmdale,CA,93551,,,E,,Public - Call ahead,24 hours daily; primarily for customer use,,,,,,2,2,,Non-Networked,,200-8,34.5914,-118.1383,2024-02-12,39919,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,North Bay Nissan,1250 Auto Center Dr,,Petaluma,CA,94952,,707-769-7700,E,,Public - Call ahead,Dealership business hours,,,,,,4,1,,Non-Networked,,200-9,38.267202,-122.665068,2024-02-12,39920,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Mossy Nissan - Poway,14100 Poway Rd,,Poway,CA,92064,,858-668-3600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,32.95678,-117.02581,2024-02-12,39921,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Crown Nissan,300 E Cypress Ave,,Redding,CA,96002,,530-223-2177,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,40.571632,-122.36654,2024-02-12,39922,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Hanlees Hilltop Nissan,3277 Auto Plaza,,Richmond,CA,94806,,510-222-4900,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,37.98521,-122.32138,2024-02-12,39925,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Raceway Nissan,6030 Sycamore Canyon Blvd,,Riverside,CA,92507,,951-571-9300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,33.941878,-117.297603,2024-02-12,39926,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Riverside Nissan,8330 Indiana Ave,,Riverside,CA,92504,,,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,33.925469,-117.419673,2024-02-12,39927,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Future Nissan of Roseville,600 Automall Dr,,Roseville,CA,95661,,,E,,Public - Call ahead,Dealership business hours; 916-969-5700,,,,,,1,1,,Non-Networked,,GPS,38.752198,-121.256452,2024-02-12,39928,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Nissan of Sacramento,2820 Auburn Blvd,,Sacramento,CA,95821,,,E,,Public - Call ahead,Dealership business hours; 916-488-5400,,,,,,1,1,,Non-Networked,,200-8,38.63114,-121.39648,2024-02-12,39929,2024-02-12 15:25:05 UTC,P,,,2016-06-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,MY Nissan,222 Auto Center Cir,,Salinas,CA,93907,,831-444-8888,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,36.720023,-121.662519,2024-02-12,39930,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Larry H Miller Nissan of San Bernardino,735 Showcase Dr S,,San Bernardino,CA,92408,,,E,,Public - Call ahead,Dealership business hours; contact 909-885-3883 for more information,,,,,,1,1,,Non-Networked,,200-8,34.07141,-117.29807,2024-02-12,39931,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Mossy Nissan - Kearny Mesa,8118 Clairemont Mesa Blvd,,San Diego,CA,92111,,858-565-4411,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,32.833179,-117.147384,2024-02-12,39932,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Premier Nissan,1120 W Capitol Expy,,San Jose,CA,95136,,408-978-1234,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,GPS,37.275144,-121.877656,2024-02-12,39935,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Nissan of San Juan Capistrano,33633 Camino Capistrano,,San Juan Capistrano,CA,92675,,888-718-2419,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-8,33.47462,-117.67629,2024-02-12,39936,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,San Leandro Nissan,1152 Marina Blvd,,San Leandro,CA,94577,,510-347-4000,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-8,37.71267,-122.16245,2024-02-12,39937,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Coast Nissan,12150 Los Osos Valley Rd,,San Luis Obispo,CA,93405,,805-543-4423,E,,Public - Call ahead,Dealership business hours,,,,,,4,1,,Non-Networked,,GPS,35.25062,-120.68455,2024-02-12,39938,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Stevens Creek Nissan,4855 Stevens Creek Blvd,Located on the southeast corner of building,Santa Clara,CA,95051,,408-983-5900,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,200-8,37.32349,-121.98788,2024-02-12,39939,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Jim Bone Nissan,1275 Santa Rosa Ave,,Santa Rosa,CA,95404,,707-545-7050,E,,Public - Call ahead,Dealership business hours,,,,,,4,1,,Non-Networked,,200-8,38.42558,-122.71418,2024-02-12,39943,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Cardinale Nissan,1661 Del Monte Blvd,,Seaside,CA,93955,,831-393-0600,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,36.611189,-121.849899,2024-02-12,39944,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Nissan of Van Nuys,5425 Van Nuys Blvd,,Sherman Oaks,CA,91401,,818-787-8400,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,34.16924,-118.44896,2024-02-12,39945,2024-02-12 15:25:05 UTC,P,,,2014-04-22,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,First Nissan,2325 1st St,,Simi Valley,CA,93065,,805-526-9700,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,34.27735,-118.7796,2024-02-12,39947,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Nissan of Stockton,3077 E Hammer Ln,,Stockton,CA,95212,,209-956-6500,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-8,38.02221,-121.27534,2024-02-12,39948,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Temecula Nissan,41895 Motor Car Pkwy,,Temecula,CA,92591,,951-676-6601,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,33.516768,-117.155039,2024-02-12,39949,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Tracy Nissan,3195 N Naglee Rd,,Tracy,CA,95304,,209-820-6000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,37.75990555387505,-121.4632051865082,2024-02-12,39951,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Nissan of Tustin,30 Auto Center Dr,,Tustin,CA,92782,,714-669-8282,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,33.72487,-117.79896,2024-02-12,39952,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Nissan of Vacaville,671 Orange Dr,,Vacaville,CA,95687,,707-455-4500,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,38.381441,-121.941218,2024-02-12,39953,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Vallejo Nissan,3287 Sonoma Blvd,,Vallejo,CA,94590,,707-643-8291,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,38.118088,-122.255493,2024-02-12,39955,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Valley Hi Nissan,15722 Valley Park Ln,,Victorville,CA,92394,,,E,,Public - Call ahead,Dealership business hours; contact 760-241-1700 for more information,,,,,,1,,,Non-Networked,,GPS,34.517883,-117.3219,2024-02-12,39956,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Nissan of Visalia,830 S Ben Maddox Way,,Visalia,CA,93292,,559-734-3333,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,36.32325,-119.27596,2024-02-12,39957,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,West Covina Nissan,205 N Citrus St,,West Covina,CA,91791,,626-732-1000,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,34.074227,-117.890899,2024-02-12,39959,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Firkins Nissan,1611 Cortez Rd W,,Bradenton,FL,34207,,941-755-1571,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,27.462023,-82.578036,2024-02-12,39962,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Maus Nissan,937 S Suncoast Blvd,,Homosassa,FL,34448,,352-628-4300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,28.848733,-82.57947,2024-02-12,39963,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Deland Nissan,2600 S Woodland Blvd,,Deland,FL,32720,,386-734-3003,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,28.98366,-81.30046,2024-02-12,39964,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Delray Nissan,2200 S Federal Hwy,,Delray Beach,FL,33483,,561-278-6216,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,26.4351,-80.07297,2024-02-12,39965,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Fort Lauderdale Nissan,1051 S Federal Hwy,,Fort Lauderdale,FL,33316,,954-527-3400,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,26.109825,-80.137099,2024-02-12,39966,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Westside Nissan,1726 Cassat Ave,,Jacksonville,FL,32210,,904-389-3621,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,30.28829,-81.73143,2024-02-12,39967,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Fuccillo Nissan,7447 Blanding Blvd,,Jacksonville,FL,32244,,904-270-9954,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,30.212415,-81.736209,2024-02-12,39968,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Rountree-Moore Nissan,4262 W US 90,,Lake City,FL,32055,,386-752-5050,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,30.18082,-82.702224,2024-02-12,39969,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Bill Seidle's Nissan,10500 NW 12th St,,Miami,FL,33172,,305-633-8000,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,25.78297,-80.36645,2024-02-12,39970,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
