Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,geometry,index_right,GEOID_20,TRACT_20_N,AREA_SQMI
ELEC,University of Washington - Parking Area N2,4224 Memorial Way NE,,Seattle,WA,98105,,206-221-3701,E,,Public,24 hours daily; UW permit required; 2 hour time limit,,,,,,1.0,,,Non-Networked,,GPS,47.658987,-122.309214,2022-08-10,164569,2024-12-04 16:54:50 UTC,P,,,2020-07-24,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,True,,,,,,,,LD,False,,POINT (-122.309214 47.658987),68.0,53033005303,Census Tract 53.03,1.22851763087
ELEC,University of Washington - Parking Area N5,4324 Memorial Way NE,,Seattle,WA,98105,,206-221-3701,E,,Public,24 hours daily; parking permit required; 2 hour time limit,,,,,,1.0,,,Non-Networked,,GPS,47.660311,-122.309086,2023-01-10,164570,2024-12-04 16:54:50 UTC,P,,,2020-07-24,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free for UW permit holders; $4 per hour for non-permit holders,,,,,,,,,,True,,,,,,,,LD,False,,POINT (-122.309086 47.660311),68.0,53033005303,Census Tract 53.03,1.22851763087
ELEC,University of Washington - Parking Area W46,4317 12th Ave NE,,Seattle,WA,98105,,206-221-3701,E,,Public,24 hours daily; UW permit required; 2 hour time limit,,,,,,2.0,,,Non-Networked,,GPS,47.660696,-122.315595,2022-08-10,164571,2024-12-04 16:54:50 UTC,P,,,2020-07-24,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,True,,,,,,,,LD,False,,POINT (-122.315595 47.660696),70.0,53033005305,Census Tract 53.05,0.0822226747794
ELEC,VBG Seattle,901 Fifth Ave,,Seattle,WA,98164,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,47.60578,-122.331858,2024-12-09,164762,2024-12-09 00:11:42 UTC,,,,2020-06-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,POINT (-122.331858 47.60578),120.0,53033008102,Census Tract 81.02,0.250155997697
ELEC,KC AIRPORT KC AIRPORT 2,7259 King County Airport Access Rd,Near main entrance,Seattle,WA,98108,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.536812,-122.303923,2024-12-09,165290,2024-12-09 01:16:36 UTC,,,,2020-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.303923 47.536812),158.0,53033010900,Census Tract 109,1.97763459608
ELEC,KING COUNTY DES KC FAUNTLEROY3,4829 SW Barton St,Available only from 7am to 3pm,Seattle,WA,98136,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.523218,-122.393376,2024-12-09,165338,2024-12-09 01:17:45 UTC,,,,2020-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.393376 47.523218),168.0,53033011601,Census Tract 116.01,0.671568955726
ELEC,KING COUNTY DES KC FAUNTLEROY2,4829 SW Barton St,Available only from 7am to 3pm,Seattle,WA,98136,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.523056,-122.395735,2024-12-09,165339,2024-12-09 01:17:45 UTC,,,,2020-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.395735 47.523056),168.0,53033011601,Census Tract 116.01,0.671568955726
ELEC,INSIGNIA 953 150 151N,583 Battery St,Level 3,Seattle,WA,98164,,888-758-4389,T,2024-06-05,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.606202,-122.33208,2024-12-09,166923,2024-12-09 00:39:56 UTC,,,,2020-09-18,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.33208 47.606202),120.0,53033008102,Census Tract 81.02,0.250155997697
ELEC,INSIGNIA 953 144 145N,583 Battery St,Level 3,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.606184,-122.332135,2024-12-09,166924,2024-12-09 00:39:49 UTC,,,,2020-09-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.332135 47.606184),120.0,53033008102,Census Tract 81.02,0.250155997697
ELEC,Tellus on Dexter Apartments,403 Dexter Ave N.,,Seattle,WA,98109,,888-998-2546,E,,Public,24 hours daily,,,,,,4.0,,,Blink Network,http://www.blinkcharging.com/,GPS,47.622505,-122.34279,2024-12-09,167221,2024-12-09 00:08:49 UTC,,,,2020-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,POINT (-122.34279 47.622505),100.0,53033007203,Census Tract 72.03,0.223786334359
ELEC,Alaska Junction SCL,4535 39th Ave SW,,Seattle,WA,98116,,855-900-7584,E,,Public,24 hours daily,,,,,,,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-8,47.56223,-122.381761,2024-12-09,167474,2024-12-09 02:44:13 UTC,,,,2020-10-10,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.381761 47.56223),151.0,53033010501,Census Tract 105.01,0.286485118097
ELEC,2+U - Tesla Supercharger,1201 Second Avenue,,Seattle,WA,98101,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,4.0,,Tesla,https://www.tesla.com/supercharger,GPS,47.606601,-122.337495,2024-07-01,170078,2024-08-14 18:58:22 UTC,P,,,2020-12-07,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.337495 47.606601),119.0,53033008101,Census Tract 81.01,0.211574177716
ELEC,Leilani on Greenwood,10215 Greenwood Avenue North,,Seattle,WA,98133,,800-663-5633,T,2024-07-02,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1.0,,,Blink Network,http://www.blinkcharging.com/,GPS,47.7030756,-122.3556774,2024-12-09,170178,2024-12-09 00:19:58 UTC,,,,2012-02-08,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,False,,POINT (-122.3556774 47.7030756),23.0,53033001702,Census Tract 17.02,0.494263507339
ELEC,"Rainier Beach WA3-155 ( Seattle, WA)",9019 RAINIER AVE S,,Seattle,WA,98118,,833-632-2778,E,,Public,24 hours daily,,,,,,,4.0,,Electrify America,https://www.electrifyamerica.com/,GPS,47.52317,-122.27056,2024-12-09,170404,2024-12-09 02:56:43 UTC,,,,2020-12-19,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.27056 47.52317),171.0,53033011801,Census Tract 118.01,0.691583205454
ELEC,Ballard Blocks - Tesla Supercharger,1416 NW Ballard Way,,Seattle,WA,98107,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8.0,,Tesla,https://www.tesla.com/supercharger,GPS,47.662554,-122.37504,2024-07-01,170432,2024-08-14 18:58:22 UTC,P,,,2020-12-14,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.37504 47.662554),60.0,53033004703,Census Tract 47.03,0.518966477066
ELEC,2+U,1201 Second Ave,,Seattle,WA,98101,,206-706-9600,E,,Public,Garage hours,,,,,,10.0,,,Non-Networked,,GPS,47.606659,-122.337363,2023-12-13,170479,2024-01-31 22:07:01 UTC,P,,,2020-12-14,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,POINT (-122.337363 47.606659),119.0,53033008101,Census Tract 81.01,0.211574177716
ELEC,SAFECO PLAZA SAFECO PLAZA #2,1001 4th Ave Safeco Plaza,Parking Garage entrance is on Madison St between 4th & 3rd Ave. Garage is open 6am - 8:30pm Mon - Fri. Closed weekends.,Seattle,WA,98154,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.606218,-122.333842,2024-12-09,171758,2024-12-09 00:40:44 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.333842 47.606218),120.0,53033008102,Census Tract 81.02,0.250155997697
ELEC,RPNW PSP-COBB #1,1325 4th Ave,Inside Union Street entrance. First spaces on the left after you pass the gate arms.,Seattle,WA,98101,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.608712,-122.336058,2024-12-09,171852,2024-12-09 00:45:05 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.336058 47.608712),120.0,53033008102,Census Tract 81.02,0.250155997697
ELEC,400 DEXTER AVE 400 DEXTER #2,400 Dexter Ave N,P2 at the SW Corner,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.622329,-122.342153,2024-12-09,172061,2024-12-09 00:40:37 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342153 47.622329),100.0,53033007203,Census Tract 72.03,0.223786334359
ELEC,VM CHARGERS VIRGINIA MASON3,1012 Terry Ave,Emergency Department / Baroness Inn Lot,Seattle,WA,98101,,888-758-4389,T,2024-05-27,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.609553,-122.326337,2024-12-09,172108,2024-12-09 00:37:31 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.326337 47.609553),122.0,53033008300,Census Tract 83,0.0918731526263
ELEC,VM CHARGERS VIRGINIA MASON1,1012 Terry Ave,Emergency Department / Baroness Inn Lot,Seattle,WA,98101,,888-758-4389,T,2024-05-25,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.609501,-122.326457,2024-12-09,172109,2024-12-09 00:37:30 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.326457 47.609501),122.0,53033008300,Census Tract 83,0.0918731526263
ELEC,MADISON GARAGE MADISON GARAGE1,1229 Madison St,"Level 4, near elevators",Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.61008,-122.322151,2024-12-09,172401,2024-12-09 00:38:30 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.322151 47.61008),123.0,53033008401,Census Tract 84.01,0.0968766718904
ELEC,INSIGNIA 953 97 98,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616729,-122.342786,2024-12-09,172407,2024-12-09 00:37:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342786 47.616729),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,INSIGNIA 953 214 215,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616629,-122.342611,2024-12-09,172408,2024-12-09 00:37:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342611 47.616629),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,INSIGNIA 953 136 137,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616703,-122.342746,2024-12-09,172409,2024-12-09 00:37:48 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342746 47.616703),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,INSIGNIA 953 95 96,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616701,-122.342813,2024-12-09,172411,2024-12-09 00:37:39 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342813 47.616701),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,INSIGNIA 953 134 135,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616676,-122.342772,2024-12-09,172412,2024-12-09 00:37:39 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342772 47.616676),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,INSIGNIA 953 180 181,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616608,-122.342771,2024-12-09,172413,2024-12-09 00:37:39 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342771 47.616608),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,INSIGNIA 953 174 175,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616642,-122.34273,2024-12-09,172414,2024-12-09 00:37:39 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.34273 47.616642),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,INSIGNIA 953 142 143,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616646,-122.3428,2024-12-09,172415,2024-12-09 00:37:38 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.3428 47.616646),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,INSIGNIA 953 178 179,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.61659,-122.342801,2024-12-09,172416,2024-12-09 00:37:38 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342801 47.61659),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,INSIGNIA 953 212 213,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616588,-122.342651,2024-12-09,172417,2024-12-09 00:37:37 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342651 47.616588),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,INSIGNIA 953 218 219,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616537,-122.342701,2024-12-09,172418,2024-12-09 00:37:36 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342701 47.616537),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,INSIGNIA 953 140 141,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616616,-122.342831,2024-12-09,172419,2024-12-09 00:37:36 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342831 47.616616),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,INSIGNIA 953 103 104,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616679,-122.342837,2024-12-09,172420,2024-12-09 00:37:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342837 47.616679),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,INSIGNIA 953 101 102,588 Bell St,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616655,-122.34286,2024-12-09,172421,2024-12-09 00:37:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.34286 47.616655),98.0,53033007201,Census Tract 72.01,0.0582012920532
ELEC,RPNW IBM #2,1200 5th Ave,,Seattle,WA,98101,,888-758-4389,T,2024-01-19,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.608601,-122.333012,2024-12-09,172525,2024-12-09 00:48:46 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.333012 47.608601),121.0,53033008200,Census Tract 82,0.145086297145
ELEC,KING COUNTY DES KSC STATION #6,201 S Jackson St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.598754,-122.331002,2024-12-09,172658,2024-12-09 00:44:29 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.331002 47.598754),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,KING COUNTY DES KSC STATION #7,201 S Jackson St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.598758,-122.330972,2024-12-09,172659,2024-12-09 00:44:29 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.330972 47.598758),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,KING COUNTY DES KSC STATION #3,201 S Jackson St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.59856,-122.330929,2024-12-09,172660,2024-12-09 00:44:29 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.330929 47.59856),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,KING COUNTY DES KSC STATION #2,201 S Jackson St,Near entrance on tt,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.59855,-122.331009,2024-12-09,172661,2024-12-09 00:44:29 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.331009 47.59855),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,KING COUNTY DES KSC STATION #4,201 S Jackson St,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.598665,-122.330941,2024-12-09,172662,2024-12-09 00:44:29 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.330941 47.598665),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,RPNW FC #2,319 University St,,Seattle,WA,98101,,888-758-4389,T,2024-01-19,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.60803,-122.335262,2024-12-09,173140,2024-12-09 00:49:06 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.335262 47.60803),120.0,53033008102,Census Tract 81.02,0.250155997697
ELEC,DC CORRIDOR SEAHAWK 12D,338 Weller St Bridge,"Note due to COVID, hours are restricted to 6am to 7pm Mon-Fri. Closed Weekends.",Seattle,WA,98134,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.597048,-122.330451,2024-12-09,173283,2024-12-09 00:44:15 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.330451 47.597048),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,DC CORRIDOR SEAHAWK 12C,338 Weller St Bridge,"Note due to COVID, hours are restricted to 6am to 7pm Mon-Fri. Closed Weekends.",Seattle,WA,98134,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.597218,-122.330446,2024-12-09,173284,2024-12-09 00:44:15 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.330446 47.597218),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,DC CORRIDOR SEAHAWK 12B,338 Weller St Bridge,"Note due to COVID, hours are restricted to 6am to 7pm Mon-Fri. Closed Weekends.",Seattle,WA,98134,,888-758-4389,T,2023-10-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.597403,-122.330446,2024-12-09,173285,2024-12-09 00:44:14 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.330446 47.597403),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,DC CORRIDOR NORTHGATE DC 2,9800 4th Ave NE,,Seattle,WA,98115,,888-758-4389,T,2023-10-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.700789,-122.323777,2024-12-09,173444,2024-12-09 00:44:14 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.323777 47.700789),25.0,53033001900,Census Tract 19,0.643694456142
ELEC,1101 WESTLAKE 1101 #1,1101 Westlake Ave N,South Garage off Westlake Ave,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.628886,-122.341407,2024-12-09,173451,2024-12-09 00:39:41 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.341407 47.628886),89.0,53033006701,Census Tract 67.01,0.187519597061
ELEC,DC CORRIDOR PAC SCI CENTER,200 2nd Ave N,Public Hours: 6am-11pm everyday,Seattle,WA,98109,,888-758-4389,T,2023-10-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.619058,-122.352428,2024-12-09,173491,2024-12-09 00:44:15 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.352428 47.619058),96.0,53033007101,Census Tract 71.01,0.191132726679
ELEC,DC CORRIDOR PAC SCI DC2,200 2nd Ave N,Public Hours: 6am-11pm everyday,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.619059,-122.352384,2024-12-09,173492,2024-12-09 00:44:15 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.352384 47.619059),96.0,53033007101,Census Tract 71.01,0.191132726679
ELEC,UWMC SURGERY STATION 1,1959 NE Pacific St,Level P2 Surgery pavilion parking lot,Seattle,WA,98195,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.64991,-122.307373,2024-12-09,173515,2024-12-09 00:57:07 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.307373 47.64991),68.0,53033005303,Census Tract 53.03,1.22851763087
